,Player,From,To,Position,Height,Weight,Birth Date,College,bball_id
106,Linas Kleiza,2006,2013,F,6-8,245,"January 3, 1985",Missouri,kleizli01
107,Leo Klier,1949,1950,F-G,6-2,170,"May 21, 1923",Notre Dame,klierle01
108,Bobi Klintman,2025,2025,F,6-9,225,"March 6, 2003",Wake Forest,klintbo01
109,Red Klotz,1948,1948,G,5-7,150,"October 21, 1920",Villanova,klotzhe01
110,Duane Klueh,1950,1951,G,6-3,175,"January 6, 1926",Indiana State University,kluehdu01
111,Lonnie Kluttz,1971,1971,F,6-7,220,"September 17, 1945",North Carolina A&T,kluttlo01
112,Dalton Knecht,2025,2025,G,6-6,215,"April 19, 2001","Northeastern Junior College, University of Northern Colorado, Tennessee",knechda01
113,Billy Knight,1975,1985,G-F,6-6,195,"June 9, 1952",Pitt,knighbi01
114,Bob Knight,1955,1955,G-F,6-2,185,"April 30, 1929",,knighbo01
115,Brandin Knight,2005,2005,G,6-0,180,"December 16, 1981",Pitt,knighbr02
116,Brandon Knight,2012,2022,G,6-2,182,"December 2, 1991",Kentucky,knighbr03
117,Brevin Knight,1998,2009,G,5-10,173,"November 8, 1975",Stanford,knighbr01
118,Nathan Knight,2021,2023,F-C,6-8,253,"September 20, 1997",William & Mary,knighna01
119,Negele Knight,1991,1999,G,6-1,175,"March 6, 1967",Dayton,knighne01
120,Ron Knight,1971,1972,F,6-7,215,"August 4, 1947","California State University, Los Angeles",knighro01
121,Toby Knight,1978,1982,F,6-9,210,"May 3, 1955",Notre Dame,knighto01
122,Travis Knight,1997,2003,C,7-0,235,"September 13, 1974",UConn,knightr01
123,Lee Knorek,1947,1950,C,6-7,215,"July 15, 1921",Detroit Mercy,knorele01
124,Dick Knostman,1954,1954,C,6-6,215,"August 9, 1931",Kansas State,knostdi01
125,Rod Knowles,1969,1969,F-C,6-9,215,"February 27, 1946",Davidson,knowlro01
126,Kevin Knox,2019,2024,F,6-7,215,"August 11, 1999",Kentucky,knoxke01
127,Bart Kofoed,1988,1993,G,6-4,210,"March 24, 1964","Hastings College, University of Nebraska at Kearney",kofoeba01
128,Don Kojis,1964,1975,F,6-5,215,"January 15, 1939",Marquette,kojisdo01
129,Tyler Kolek,2025,2025,G,6-1,195,"March 27, 2001","George Mason, Marquette",kolekty01
130,Christian Koloko,2023,2025,C,7-1,230,"June 20, 2000",Arizona,kolokch01
131,Milo Komenich,1950,1950,F-C,6-7,212,"June 22, 1920",Wyoming,komenmi01
132,Howard Komives,1965,1974,G,6-1,185,"May 9, 1941",Bowling Green,komivho01
133,Jon Koncak,1986,1996,C-F,7-0,250,"May 17, 1963",SMU,koncajo01
134,John Konchar,2020,2025,G,6-5,210,"March 22, 1996",Purdue-Fort Wayne,konchjo01
135,Tom Kondla,1969,1969,C,6-8,225,"November 30, 1946",Minnesota,kondlto01
136,Bud Koper,1965,1965,G,6-6,210,"August 9, 1942",Oklahoma City University,koperbu01
137,Joe Kopicki,1983,1985,F,6-9,240,"June 12, 1960",Detroit Mercy,kopicjo01
138,Furkan Korkmaz,2018,2024,G,6-7,202,"July 24, 1997",,korkmfu01
139,Frank Kornet,1990,1991,F,6-9,225,"January 27, 1967",Vanderbilt,kornefr01
140,Luke Kornet,2018,2025,C-F,7-2,250,"July 15, 1995",Vanderbilt,kornelu01
141,Yaroslav Korolev,2006,2007,F,6-9,203,"May 7, 1987",,korolya01
142,Kyle Korver,2004,2020,G-F,6-7,212,"March 17, 1981",Creighton,korveky01
143,Tony Koski,1969,1969,F,6-8,215,"June 26, 1946",Providence,koskito01
144,Len Kosmalski,1975,1976,C,7-0,245,"November 29, 1951",Tennessee,kosmale01
145,Andy Kostecka,1949,1949,F,6-3,203,"February 10, 1921",Georgetown,kostean01
146,Harold Kottman,1947,1947,C,6-8,220,"August 22, 1922",Culver-Stockton College,kottmha01
147,Kosta Koufos,2009,2019,C,7-0,245,"February 24, 1989",Ohio State,koufoko01
148,Tom Kozelko,1974,1976,F,6-8,220,"July 1, 1951",Toledo,kozelto01
149,Ron Kozlicki,1968,1968,F,6-7,215,"December 12, 1944",Northwestern,kozliro01
150,Arvid Kramer,1980,1980,C,6-9,220,"October 2, 1956",Augustana College (SD),kramear01
151,Barry Kramer,1965,1970,F-G,6-4,200,"November 10, 1942",NYU,krameba01
152,Joel Kramer,1979,1983,F-C,6-7,203,"November 30, 1955",San Diego State,kramejo01
153,Steve Kramer,1968,1970,G-F,6-5,200,"January 1, 1945",BYU,kramest01
154,Dan Kraus,1949,1949,G,6-0,195,"February 13, 1923",Georgetown,krausda01
155,Herb Krautblatt,1949,1949,G,6-1,190,"November 19, 1926",Rider University,krauthe01
156,Viacheslav Kravtsov,2013,2014,C,7-0,260,"August 25, 1987",,kravtvi01
157,Jim Krebs,1958,1964,C-F,6-8,230,"September 8, 1935",SMU,krebsji01
158,Vit Krejci,2022,2025,G,6-8,195,"June 19, 2000",,krejcvi01
159,Wayne Kreklow,1981,1981,G,6-4,175,"January 4, 1957",Drake University,kreklwa01
160,Tommy Kron,1967,1970,G,6-5,200,"February 28, 1943",Kentucky,kronto01
161,Tom Kropp,1976,1977,G,6-3,205,"February 12, 1953",University of Nebraska at Kearney,kroppto01
162,Nenad Krstić,2005,2011,C,7-0,240,"July 25, 1983",,krstine01
163,Larry Krystkowiak,1987,1997,F-C,6-9,220,"September 23, 1964",Montana,krystla01
164,Steve Kuberski,1970,1978,F-C,6-8,215,"November 6, 1947",Bradley,kuberst01
165,Leo Kubiak,1950,1950,G,5-11,160,"December 25, 1927",Bowling Green,kubiale01
166,Bruce Kuczenski,1984,1984,F,6-10,230,"February 3, 1961",UConn,kuczebr01
167,Frank Kudelka,1950,1953,G-F,6-2,193,"June 25, 1925",Saint Mary's,kudelfr01
168,John Kuester,1978,1980,G,6-2,180,"February 6, 1955",UNC,kuestjo01
169,Ray Kuka,1948,1949,F,6-3,200,"February 17, 1922",Notre Dame,kukara01
170,Toni Kukoč,1994,2006,F,6-10,192,"September 18, 1968",,kukocto01
171,Arnoldas Kulboka,2022,2022,F,6-9,198,"January 4, 1998",,kulboar01
172,Jonathan Kuminga,2022,2025,F,6-8,210,"October 6, 2002",,kuminjo01
173,Kevin Kunnert,1974,1982,C-F,7-0,230,"November 11, 1951",Iowa,kunneke01
174,Terry Kunze,1968,1968,G-F,6-4,210,"March 11, 1943",Minnesota,kunzete01
175,Mitch Kupchak,1977,1986,F-C,6-9,230,"May 24, 1954",UNC,kupchmi01
176,C.J. Kupec,1976,1978,F-C,6-6,220,"January 26, 1953",Michigan,kupeccj01
177,Rodions Kurucs,2019,2021,F,6-9,228,"February 5, 1998",,kurucro01
178,Rob Kurz,2009,2009,F,6-9,232,"March 5, 1985",Notre Dame,kurzro01
179,Ibo Kutluay,2005,2005,G,6-6,200,"July 1, 1974",,kutluib01
180,Kyle Kuzma,2018,2025,F,6-9,221,"July 24, 1995",Utah,kuzmaky01
181,Ognjen Kuzmić,2014,2015,C,7-1,251,"May 16, 1990",,kuzmiog01
182,Mindaugas Kuzminskas,2017,2018,F,6-9,215,"October 19, 1989",,kuzmimi01
183,Fred LaCour,1961,1963,G-F,6-5,210,"February 7, 1938",San Francisco,lacoufr01
184,Raef LaFrentz,1999,2008,F-C,6-11,240,"May 29, 1976",Kansas,lafrera01
185,Tom LaGarde,1978,1985,C-F,6-10,220,"February 10, 1955",UNC,lagarto01
186,Jake LaRavia,2023,2025,F,6-8,235,"November 3, 2001","Indiana State University, Wake Forest",laravja01
187,Rusty LaRue,1998,2004,G,6-2,210,"December 10, 1973",Wake Forest,larueru01
188,Rudy LaRusso,1960,1969,F-C,6-7,220,"November 11, 1937",Dartmouth College,larusru01
189,Zach LaVine,2015,2025,G-F,6-5,200,"March 10, 1995",UCLA,lavinza01
190,Skal Labissière,2017,2020,F,6-10,235,"March 18, 1996",Kentucky,labissk01
191,Reggie Lacefield,1969,1969,G-F,6-5,230,"April 10, 1945",Western Michigan,lacefre01
192,Edgar Lacey,1969,1969,F,6-6,190,"August 2, 1944",UCLA,laceyed01
193,Sam Lacey,1971,1983,C,6-10,235,"March 28, 1948",New Mexico State,laceysa01
194,Bob Lackey,1973,1974,G-F,6-5,200,"April 4, 1949","Casper College, Marquette",lackebo01
195,Wendell Ladner,1971,1975,F,6-5,220,"October 6, 1948",Southern Miss,ladnewe01
196,Christian Laettner,1993,2005,F-C,6-11,235,"August 17, 1969",Duke,laettch01
197,Oliver Lafayette,2010,2010,G,6-2,190,"May 6, 1984",Houston,lafayol01
198,Bill Laimbeer,1981,1994,C,6-11,245,"May 19, 1957",Notre Dame,laimbbi01
199,Pete Lalich,1947,1947,F,6-2,190,"June 23, 1920",Ohio University,lalicpe01
200,Bo Lamar,1974,1977,G,6-1,180,"April 7, 1951",Louisiana,lamarbo01
201,Anthony Lamb,2021,2023,F,6-6,227,"January 20, 1998",University of Vermont,lamban01
202,Doron Lamb,2013,2014,G,6-4,210,"November 6, 1991",Kentucky,lambdo01
203,Jeremy Lamb,2013,2022,G-F,6-5,180,"May 30, 1992",UConn,lambje01
204,John Lambert,1976,1982,C-F,6-10,225,"January 14, 1953",USC,lambejo01
205,Jeff Lamp,1982,1989,F-G,6-6,195,"March 9, 1959",Virginia,lampje01
206,Maciej Lampe,2004,2006,C,6-11,275,"February 5, 1985",,lampema01
207,Jim Lampley,1987,1987,C,6-10,230,"July 2, 1960","Vanderbilt, Little Rock",lamplji01
208,Sean Lampley,2003,2004,F,6-7,227,"September 3, 1979",California,lamplse01
209,Jock Landale,2022,2025,C,6-11,256,"October 25, 1995",Saint Mary's,landajo01
210,Carl Landry,2008,2016,F,6-9,248,"September 19, 1983","Vincennes University, Purdue",landrca01
211,Marcus Landry,2010,2010,F,6-7,230,"November 1, 1985",Wisconsin,landrma01
212,Mark Landsberger,1978,1984,F-C,6-8,215,"May 21, 1955","Minnesota, Arizona State",landsma01
213,Jerome Lane,1989,1993,F,6-6,230,"December 4, 1966",Pitt,laneje01
214,Andrew Lang,1989,2000,C,6-11,245,"June 28, 1966",Arkansas,langan01
215,Antonio Lang,1995,2000,F-G,6-8,205,"May 15, 1972",Duke,langan02
216,James Lang,2007,2007,C,6-10,285,"October 17, 1983",,langja01
217,Trajan Langdon,2000,2002,G,6-3,197,"May 13, 1976",Duke,langdtr01
218,Keith Langford,2008,2008,G,6-4,215,"September 15, 1983",Kansas,langfke01
219,Romeo Langford,2020,2023,G,6-5,216,"October 25, 1999",Indiana,langfro01
220,Dan Langhi,2001,2004,F,6-11,220,"November 28, 1977",Vanderbilt,langhda01
221,Bob Lanier,1971,1984,C,6-11,250,"September 10, 1948",St. Bonaventure,laniebo01
222,Stu Lantz,1969,1976,G,6-3,175,"July 13, 1946",Nebraska,lantzst01
223,Nicolás Laprovíttola,2017,2017,G,6-4,180,"January 31, 1990",,laproni01
224,York Larese,1962,1962,G,6-4,183,"July 18, 1938",UNC,laresyo01
225,Shane Larkin,2014,2018,G,5-11,175,"October 2, 1992",Miami (FL),larkish01
226,Pelle Larsson,2025,2025,G,6-5,215,"February 23, 2001","Utah, Arizona",larsspe01
227,John Laskowski,1976,1977,G,6-6,185,"June 7, 1953",Indiana,laskojo01
228,Stéphane Lasme,2008,2008,F,6-8,215,"December 17, 1982",UMass,lasmest01
229,Dave Lattin,1968,1973,F-C,6-6,225,"December 23, 1943",Texas-El Paso,lattida01
230,Priest Lauderdale,1997,1998,C,7-4,325,"August 31, 1973",Central State University,laudepr01
231,Rich Laurel,1978,1978,G,6-6,190,"July 11, 1954",Hofstra,laureri01
232,Harry Laurie,1971,1971,G,6-1,178,"November 2, 1944","Loyola Chicago, Saint Peter's College",lauriha01
233,Walt Lautenbach,1950,1950,G-F,6-2,185,"November 17, 1922",Wisconsin,lautewa01
234,Joffrey Lauvergne,2015,2018,C-F,6-11,220,"September 30, 1991",,lauvejo01
235,Tony Lavelli,1950,1951,F,6-3,185,"July 11, 1926",Yale,lavelto01
236,Bob Lavoy,1951,1954,F-C,6-7,185,"June 29, 1926","Illinois, Western Kentucky",lavoybo01
237,Acie Law,2008,2011,G,6-3,195,"January 25, 1985",Texas A&M,lawac01
238,Vic Law,2020,2020,F,6-7,200,"December 19, 1995",Northwestern,lawvi01
239,Gani Lawal,2011,2011,F,6-9,234,"November 7, 1988",Georgia Tech,lawalga01
240,Edmund Lawrence,1981,1981,C,7-0,228,"December 8, 1952",McNeese State University,lawreed01
241,A.J. Lawson,2023,2025,G,6-6,179,"July 15, 2000",South Carolina,lawsoaj01
242,Jason Lawson,1998,1998,C,6-11,240,"September 2, 1974",Villanova,lawsoja01
243,Ty Lawson,2010,2017,G,5-11,195,"November 3, 1987",UNC,lawsoty01
244,Jake Layman,2017,2022,F,6-8,209,"March 7, 1994",Maryland,laymaja01
245,Mo Layton,1972,1978,G,6-1,180,"December 24, 1948","Phoenix College, USC",laytomo01
246,Caris LeVert,2017,2025,G-F,6-6,205,"August 25, 1994",Michigan,leverca01
247,T.J. Leaf,2018,2021,F,6-10,222,"April 30, 1997",UCLA,leaftj01
248,Manny Leaks,1969,1974,C-F,6-8,225,"November 27, 1945",Niagara University,leaksma01
249,Hal Lear,1957,1957,G,6-0,163,"January 31, 1935",Temple,learha01
250,Allen Leavell,1980,1989,G,6-1,170,"May 27, 1957",Oklahoma City University,leaveal01
251,Jeff Lebo,1990,1990,G,6-2,180,"October 5, 1966",UNC,leboje01
252,Eric Leckner,1989,1997,C-F,6-11,265,"May 27, 1966",Wyoming,leckner01
253,Jalen Lecque,2020,2021,G,6-4,185,"June 13, 2000",,lecquja01
254,Ricky Ledo,2014,2015,G,6-7,195,"September 10, 1992",,ledori01
255,Butch Lee,1979,1980,G,6-0,185,"December 5, 1956",Marquette,leebu01
256,Clyde Lee,1967,1976,F-C,6-10,205,"March 14, 1944",Vanderbilt,leecl01
257,Courtney Lee,2009,2020,G,6-5,215,"October 3, 1985",Western Kentucky,leeco01
258,Damion Lee,2018,2025,G,6-5,210,"October 21, 1992","Drexel, Louisville",leeda03
259,Dave Lee,1968,1969,F,6-7,225,"March 31, 1942",San Francisco,leeda01
260,David Lee,2006,2017,F-C,6-9,245,"April 29, 1983",Florida,leeda02
261,Dick Lee,1968,1968,F,6-6,,,Washington,leedi01
262,Doug Lee,1992,1995,G-F,6-5,200,"October 24, 1964","Texas A&M, Purdue",leedo01
263,George Lee,1961,1968,F-G,6-4,200,"November 23, 1936",Michigan,leege01
264,Greg Lee,1975,1976,G,6-3,190,"December 12, 1951",UCLA,leegr01
265,Keith Lee,1986,1989,F-C,6-10,215,"December 28, 1962",Memphis,leeke01
266,Kurk Lee,1991,1991,G,6-3,190,"June 3, 1967","Western Kentucky, Towson University",leeku01
267,Malcolm Lee,2012,2015,G,6-5,200,"May 22, 1990",UCLA,leema01
268,Rock Lee,1982,1982,C,6-10,220,"May 1, 1955","California, San Diego State",leero02
269,Ron Lee,1977,1982,G,6-4,193,"November 2, 1952",Oregon,leero01
270,Russ Lee,1973,1975,G-F,6-5,185,"January 27, 1950",Marshall,leeru01
271,Saben Lee,2021,2024,G,6-2,183,"June 23, 1999",Vanderbilt,leesa01
272,Ed Leede,1950,1951,F-G,6-3,185,"July 17, 1927",Dartmouth College,leedeed01
273,Hank Lefkowitz,1947,1947,F,6-2,190,"August 31, 1923",Case Western Reserve University,lefkoha01
274,Tim Legler,1990,2000,G,6-4,200,"December 26, 1966",La Salle,legleti01
275,George Lehmann,1968,1974,G,6-0,180,"May 1, 1941",Campbell,lehmage01
276,Barry Leibowitz,1968,1968,G,6-2,180,"September 10, 1945",Long Island University,leiboba01
277,Walt Lemon Jr.,2018,2019,G,6-3,180,"July 26, 1992",Bradley,lemonwa01
278,Alex Len,2014,2025,C,7-0,250,"June 16, 1993",Maryland,lenal01
279,Voshon Lenard,1996,2006,G,6-4,205,"May 14, 1973",Minnesota,lenarvo01
280,Leary Lentz,1968,1969,F,6-6,200,"February 23, 1945",Houston,lentzle01
281,Gary Leonard,1990,1992,C,7-1,250,"February 16, 1967",Missouri,leonaga01
282,Kawhi Leonard,2012,2025,F,6-7,225,"June 29, 1991",San Diego State,leonaka01
283,Meyers Leonard,2013,2023,C-F,7-0,260,"February 27, 1992",Illinois,leoname01
284,Slick Leonard,1957,1963,G,6-3,185,"July 17, 1932",Indiana,leonasl01
285,Malevy Leons,2025,2025,F,6-9,205,"September 23, 1999","Mineral Area College, Bradley",leonsma01
286,Jim Les,1989,1995,G,5-11,165,"August 18, 1963","Cleveland State University, Bradley",lesji01
287,Travis Leslie,2012,2012,G,6-4,205,"March 29, 1990",Georgia,leslitr01
288,Ronnie Lester,1981,1986,G,6-2,175,"January 1, 1959",Iowa,lestero01
289,Clifford Lett,1990,1991,G,6-3,170,"December 23, 1965",Florida,lettcl01
290,Jon Leuer,2012,2019,F,6-10,228,"May 14, 1989",Wisconsin,leuerjo01
291,Andrew Levane,1949,1953,F-G,6-2,190,"April 11, 1920",St. John's,levanan01
292,Fat Lever,1983,1994,G,6-3,170,"August 18, 1960",Arizona State,leverfa01
293,Cliff Levingston,1983,1995,F,6-8,210,"January 4, 1961",Wichita State,levincl01
294,Bobby Lewis,1968,1971,G,6-3,175,"March 20, 1945",UNC,lewisbo01
295,Cedric Lewis,1996,1996,F-C,6-10,235,"September 24, 1969",Maryland,lewisce01
296,Freddie Lewis,1949,1950,F-G,6-2,195,"January 6, 1921",Eastern Kentucky University,lewisfr01
297,Freddie Lewis,1967,1977,G,6-0,175,"July 1, 1943","Eastern Arizona College, Arizona State",lewisfr02
298,Grady Lewis,1947,1949,F-C,6-7,215,"March 25, 1917",Oklahoma,lewisgr01
299,Kira Lewis Jr.,2021,2024,G,6-1,170,"April 6, 2001",Alabama,lewiski01
300,Martin Lewis,1996,1997,F,6-5,210,"April 28, 1975","Butler County Community College, Seward County Community College",lewisma01
301,Maxwell Lewis,2024,2025,F,6-7,195,"July 27, 2002",Pepperdine,lewisma05
302,Mike Lewis,1969,1974,C-F,6-8,225,"March 18, 1946",Duke,lewismi01
303,Quincy Lewis,2000,2004,F,6-7,215,"June 26, 1977",Minnesota,lewisqu01
304,Ralph Lewis,1988,1990,F-G,6-6,200,"March 28, 1963",La Salle,lewisra01
305,Rashard Lewis,1999,2014,F,6-10,215,"August 8, 1979",,lewisra02
306,Reggie Lewis,1988,1993,G-F,6-7,195,"November 21, 1965",Northeastern University,lewisre01
307,Scottie Lewis,2022,2022,G,6-5,189,"March 12, 2000",Florida,lewissc01
308,Marcus Liberty,1991,1994,F,6-8,205,"October 27, 1968",Illinois,liberma01
309,Todd Lichti,1990,1994,G-F,6-4,205,"January 8, 1967",Stanford,lichtto01
310,E.J. Liddell,2024,2025,F,6-7,240,"December 18, 2000",Ohio State,liddeej01
311,DeAndre Liggins,2012,2018,G,6-6,209,"March 31, 1988",Kentucky,liggide01
312,Bill Ligon,1975,1975,G,6-4,180,"May 29, 1952",Vanderbilt,ligonbi01
313,Goose Ligon,1968,1974,F-C,6-7,210,"February 22, 1944",,ligongo01
314,Damian Lillard,2013,2025,G,6-2,195,"July 15, 1990",Weber State,lillada01
315,Jeremy Lin,2011,2019,G,6-3,200,"August 23, 1988",Harvard University,linje01
316,Steve Lingenfelter,1983,1984,F,6-9,225,"June 10, 1958","Minnesota, South Dakota State",lingest01
317,Alton Lister,1982,1998,C-F,7-0,240,"October 1, 1958",Arizona State,listeal01
318,Nassir Little,2020,2024,F,6-5,220,"February 11, 2000",UNC,littlna01
319,Sammy Little,1970,1970,G,6-0,180,"March 29, 1946",Delta State University,littlsa01
320,Gene Littles,1970,1975,G,6-0,160,"June 29, 1943",High Point University,littlge01
321,Dereck Lively II,2024,2025,C,7-1,230,"February 12, 2004",Duke,livelde01
322,Isaiah Livers,2022,2024,F,6-7,230,"July 28, 1998",Michigan,liveris01
323,Chris Livingston,2024,2025,F,6-6,220,"October 15, 2003",Kentucky,livinch01
324,Randy Livingston,1997,2007,G,6-4,209,"April 2, 1975",LSU,livinra01
325,Shaun Livingston,2005,2019,G,6-7,192,"September 11, 1985",,livinsh01
326,Ron Livingstone,1950,1951,C,6-10,220,"October 9, 1925","Saint Mary's, Wyoming",livinro01
327,Horacio Llamas,1997,1998,C,6-11,285,"July 17, 1973",Grand Canyon University,llamaho01
328,Bobby Lloyd,1968,1969,G,6-2,184,"January 3, 1946",Rutgers University,lloydbo01
329,Chuck Lloyd,1971,1971,C-F,6-8,220,"May 22, 1947",Yankton College,lloydch01
330,Earl Lloyd,1951,1960,F-C,6-5,200,"April 3, 1928",West Virginia State University,lloydea01
331,Lewis Lloyd,1982,1990,G-F,6-6,205,"February 22, 1959",Drake University,lloydle01
332,Scott Lloyd,1977,1983,C-F,6-10,230,"December 19, 1952",Arizona State,lloydsc01
333,Riney Lochmann,1968,1970,F,6-6,215,"May 26, 1944",Kansas,lochmri01
334,Bob Lochmueller,1953,1953,F,6-5,185,"June 5, 1927",Louisville,lochmbo01
335,Rob Lock,1989,1989,F,6-9,225,"May 22, 1966",Kentucky,lockro01
336,Darrell Lockhart,1984,1984,C,6-9,245,"September 14, 1960",Auburn,lockhda01
337,Ian Lockhart,1991,1991,F,6-8,240,"June 25, 1967",Tennessee,lockhia01
338,Kevin Loder,1982,1984,F-G,6-6,205,"March 15, 1959","Kentucky State University, Alabama State University",loderke01
339,Don Lofgran,1951,1954,F-C,6-5,200,"November 8, 1929",San Francisco,lofgrdo01
340,Kenneth Lofton Jr.,2023,2024,F,6-7,275,"August 14, 2002",Louisiana Tech,loftoke01
341,Zach Lofton,2019,2019,G,6-4,180,"November 18, 1992","Illinois State, Texas Southern, New Mexico State",loftoza01
342,Henry Logan,1969,1970,G,6-0,180,"March 14, 1946",Western Carolina University,loganhe01
343,John Logan,1947,1951,G,6-2,175,"January 1, 1921",Indiana,loganjo01
344,Brad Lohaus,1988,1998,F-C,6-11,230,"September 29, 1964",Iowa,lohaubr01
345,Art Long,2001,2003,F-C,6-9,250,"October 1, 1972",Cincinnati,longar01
346,Grant Long,1989,2003,F,6-8,225,"March 12, 1966",Eastern Michigan,longgr01
347,John Long,1979,1997,G-F,6-5,195,"August 28, 1956",Detroit Mercy,longjo01
348,Paul Long,1968,1971,G,6-2,180,"February 8, 1944","Virginia Tech, Wake Forest",longpa01
349,Shawn Long,2017,2017,C-F,6-9,255,"January 29, 1993",Louisiana,longsh01
350,Willie Long,1972,1974,F-C,6-8,225,"March 1, 1950",New Mexico,longwi01
351,Luc Longley,1992,2001,C,7-2,265,"January 19, 1969",New Mexico,longllu01
352,Kevon Looney,2016,2025,F-C,6-9,222,"February 6, 1996",UCLA,looneke01
353,Brook Lopez,2009,2025,C,7-1,282,"April 1, 1988",Stanford,lopezbr01
354,Felipe López,1999,2002,G,6-5,199,"December 19, 1974",St. John's,lopezfe01
355,Raül López,2004,2005,G,6-1,170,"April 15, 1980",,lopezra01
356,Robin Lopez,2009,2024,C,7-1,281,"April 1, 1988",Stanford,lopezro01
357,Ryan Lorthridge,1995,1995,G,6-4,190,"July 27, 1972",Jackson State University,lorthry01
358,Jim Loscutoff,1956,1964,F,6-5,220,"February 4, 1930",Oregon,loscuji01
359,Plummer Lott,1968,1969,F-G,6-5,210,"December 11, 1945",Seattle University,lottpl01
360,Kevin Loughery,1963,1973,G,6-3,190,"March 28, 1940","Boston College, St. John's",loughke01
361,Didi Louzada,2021,2022,G,6-5,188,"February 7, 1999",,louzama01
362,Bob Love,1967,1977,F,6-8,215,"December 8, 1942",Southern University and A&M College,lovebo01
363,Kevin Love,2009,2025,F-C,6-8,251,"September 7, 1988",UCLA,loveke01
364,Stan Love,1972,1975,F,6-9,215,"April 9, 1949",Oregon,lovest01
365,Clyde Lovellette,1954,1964,C-F,6-9,234,"September 7, 1929",Kansas,lovelcl01
366,Sidney Lowe,1984,1990,G,6-0,195,"January 21, 1960",NC State,lowesi01
367,Charlie Lowery,1972,1972,G,6-3,185,"November 12, 1949",University of Puget Sound,lowerch01
368,Kyle Lowry,2007,2025,G,6-0,196,"March 25, 1986",Villanova,lowryky01
369,Jordan Loyd,2019,2019,G,6-4,210,"July 27, 1993","Furman University, University of Indianapolis",loydjo01
370,Al Lucas,1949,1949,F-G,6-3,195,"July 4, 1922",Fordham,lucasal01
371,Jerry Lucas,1964,1974,F-C,6-8,230,"March 30, 1940",Ohio State,lucasje01
372,John Lucas,1977,1990,G,6-3,175,"October 31, 1953",Maryland,lucasjo01
373,Kalin Lucas,2015,2019,G,6-1,195,"May 24, 1989",Michigan State,lucaska01
374,Maurice Lucas,1975,1988,F-C,6-9,215,"February 18, 1952",Marquette,lucasma01
375,John Lucas III,2006,2017,G,5-11,166,"November 21, 1982","Baylor, Oklahoma State",lucasjo02
376,Ted Luckenbill,1962,1963,F,6-6,205,"July 27, 1939",Houston,luckete01
377,Tyronn Lue,1999,2009,G,6-0,175,"May 3, 1977",Nebraska,luety01
378,Jim Luisi,1954,1954,G,6-2,180,"November 2, 1928",St. Francis College,luisiji01
