Player,Team,From,To,Position,Height,Weight,Birth Date,College,bball_id,draft_year,draft_round,draft_number
John Douglas,Unknown,1982.0,1983.0,G,6-2,170.0,"June 12, 1956",Kansas,dougljo01,1978.0,2.0,118.0
John Drew,Unknown,1975.0,1985.0,F-G,6-6,205.0,"September 30, 1954",Gardner-Webb University,drewjo01,1974.0,1.0,25.0
John Duren,Unknown,1981.0,1983.0,G,6-3,195.0,"October 30, 1958",Georgetown,durenjo01,1980.0,1.0,19.0
John Edwards,,2005.0,2006.0,C,7-0,275.0,"July 31, 1981",Kent State University,edwarjo01,,,
John Fairchild,Unknown,1966.0,1970.0,F,6-8,205.0,"April 28, 1943","Palomar College, BYU",faircjo01,1965.0,1.0,19.0
John Garris,Unknown,1984.0,1984.0,F,6-8,205.0,"June 6, 1959","Michigan, Boston College",garrijo01,1983.0,1.0,27.0
John Gianelli,Unknown,1973.0,1980.0,C-F,6-10,220.0,"June 10, 1950",University of the Pacific,gianejo01,1972.0,1.0,20.0
John Greig,Unknown,1983.0,1983.0,F,6-7,215.0,"April 28, 1961",Oregon,greigjo01,1982.0,2.0,65.0
John Hargis,,1950.0,1951.0,G-F,6-2,180.0,"August 20, 1920",Texas,hargijo01,,,
John Havlicek,Unknown,1963.0,1978.0,F-G,6-5,203.0,"April 8, 1940",Ohio State,havlijo01,1962.0,1.0,9.0
John Hazen,,1949.0,1949.0,G,6-2,172.0,"March 2, 1927",Indiana State University,hazenjo01,,,
John Henson,Unknown,2013.0,2020.0,C-F,6-9,219.0,"December 28, 1990",UNC,hensojo01,2012.0,1.0,14.0
John Holland,,2018.0,2019.0,G-F,6-5,205.0,"November 6, 1988",Boston University,hollajo02,,,
John Hummer,Unknown,1971.0,1976.0,F-C,6-9,230.0,"May 4, 1948",Princeton,hummejo01,1970.0,1.0,15.0
John Janisch,,1947.0,1948.0,F-G,6-3,200.0,"March 15, 1920",Valparaiso,janisjo01,,,
John Jenkins,Unknown,2013.0,2019.0,G,6-4,215.0,"March 6, 1991",Vanderbilt,jenkijo01,2012.0,1.0,23.0
John Johnson,Unknown,1971.0,1982.0,F,6-7,200.0,"October 18, 1947","Northwest College, Iowa",johnsjo01,1970.0,1.0,7.0
John Konchar,,2020.0,2025.0,G,6-5,210.0,"March 22, 1996",Purdue-Fort Wayne,konchjo01,,,
John Kuester,Unknown,1978.0,1980.0,G,6-2,180.0,"February 6, 1955",UNC,kuestjo01,1977.0,2.0,53.0
John Lambert,Unknown,1976.0,1982.0,C-F,6-10,225.0,"January 14, 1953",USC,lambejo01,1975.0,1.0,15.0
John Laskowski,Unknown,1976.0,1977.0,G,6-6,185.0,"June 7, 1953",Indiana,laskojo01,1975.0,2.0,32.0
John Logan,,1947.0,1951.0,G,6-2,175.0,"January 1, 1921",Indiana,loganjo01,,,
John Long,Unknown,1979.0,1997.0,G-F,6-5,195.0,"August 28, 1956",Detroit Mercy,longjo01,1978.0,1.0,29.0
John Lucas,Unknown,1977.0,1990.0,G,6-3,175.0,"October 31, 1953",Maryland,lucasjo01,1976.0,1.0,1.0
John Lucas III,,2006.0,2017.0,G,5-11,166.0,"November 21, 1982","Baylor, Oklahoma State",lucasjo02,,,
John Mahnken,,1947.0,1953.0,C,6-8,220.0,"June 16, 1922",Georgetown,mahnkjo01,,,
John Mandic,,1949.0,1950.0,F-C,6-4,205.0,"October 3, 1919",Oregon State,mandijo01,,,
John McConathy,,1952.0,1952.0,F,6-5,195.0,"April 9, 1930",Northwestern State University,mcconjo01,,,
John McCullough,Unknown,1982.0,1982.0,G,6-4,190.0,"October 5, 1956",Oklahoma,mcculjo01,1979.0,2.0,85.0
John Mengelt,Unknown,1972.0,1981.0,G,6-2,195.0,"October 16, 1949",Auburn,mengejo01,1971.0,1.0,21.0
John Mills,,1947.0,1947.0,C-F,6-8,203.0,"September 7, 1919",Western Kentucky,millsjo01,,,
John Morrison,Unknown,1968.0,1968.0,G,6-2,190.0,"May 2, 1945",Canisius,morrijo01,1967.0,2.0,61.0
John Morton,Unknown,1990.0,1992.0,G,6-3,180.0,"May 18, 1967",Seton Hall,mortojo01,1989.0,1.0,25.0
John Murphy,Unknown,1947.0,1947.0,F,6-2,175.0,"September 13, 1924",,murphjo01,1975.0,2.0,140.0
John O'Boyle,,1953.0,1953.0,G,6-2,185.0,"March 7, 1928",Colorado State,oboyljo01,,,
John Oldham,,1950.0,1951.0,G,6-3,175.0,"June 22, 1923",Western Kentucky,oldhajo01,,,
John Olive,Unknown,1979.0,1980.0,F,6-7,210.0,"March 1, 1955",Villanova,olivejo01,1977.0,2.0,168.0
John Paxson,Unknown,1984.0,1994.0,G,6-2,185.0,"September 29, 1960",Notre Dame,paxsojo01,1983.0,1.0,19.0
John Pilch,,1952.0,1952.0,F,6-3,185.0,"July 11, 1925",Wyoming,pilchjo01,,,
John Pinone,Unknown,1984.0,1984.0,F,6-8,230.0,"February 19, 1961",Villanova,pinonjo01,1983.0,2.0,58.0
John Postley,,1968.0,1968.0,F,6-5,220.0,"May 30, 1940",Bethune-Cookman College,postljo01,,,
John Pritchard,,1950.0,1950.0,C,6-9,220.0,"January 23, 1927",Drake University,pritcjo01,,,
John Rennicke,,1952.0,1952.0,G,6-2,185.0,"August 11, 1929",Drake University,rennijo01,,,
John Richter,Unknown,1960.0,1960.0,F,6-9,225.0,"March 12, 1937",NC State,richtjo01,1959.0,1.0,8.0
John Roche,Unknown,1972.0,1982.0,G,6-3,170.0,"September 26, 1949",South Carolina,rochejo01,1971.0,1.0,14.0
John Rudd,Unknown,1979.0,1979.0,F,6-7,230.0,"August 7, 1955",McNeese State University,ruddjo01,1978.0,2.0,32.0
John Rudometkin,Unknown,1963.0,1965.0,F,6-6,205.0,"June 6, 1940",USC,rudomjo01,1962.0,1.0,11.0
John Salley,Unknown,1987.0,2000.0,F-C,6-11,230.0,"May 16, 1964",Georgia Tech,sallejo01,1986.0,1.0,11.0
John Salmons,Unknown,2003.0,2015.0,G,6-7,210.0,"December 12, 1979",Miami (FL),salmojo01,2002.0,1.0,26.0
John Schweitz,Unknown,1985.0,1987.0,G,6-6,210.0,"April 19, 1960",Richmond,schwejo01,1982.0,2.0,138.0
John Shasky,Unknown,1989.0,1991.0,C,6-11,235.0,"July 31, 1964",Minnesota,shaskjo01,1986.0,2.0,61.0
John Shumate,Unknown,1976.0,1981.0,F-C,6-9,235.0,"April 6, 1952",Notre Dame,shumajo01,1974.0,1.0,4.0
John Smith,Unknown,1969.0,1970.0,C,7-0,235.0,"May 24, 1944",University of Southern Colorado,smithjo01,1981.0,2.0,176.0
John Starks,,1989.0,2002.0,G,6-5,180.0,"August 10, 1965","Northern Oklahoma College, Oklahoma Junior College, Oklahoma State",starkjo01,,,
John Stockton,Unknown,1985.0,2003.0,G,6-1,170.0,"March 26, 1962",Gonzaga,stockjo01,1984.0,1.0,16.0
John Stroeder,Unknown,1988.0,1989.0,F,6-10,260.0,"July 24, 1958",Montana,stroejo01,1980.0,2.0,168.0
John Stroud,Unknown,1981.0,1981.0,F,6-7,215.0,"October 29, 1957",Ole Miss,stroujo01,1980.0,1.0,27.0
John Thomas,Unknown,1998.0,2006.0,F,6-9,265.0,"September 8, 1975",Minnesota,thomajo02,1973.0,2.0,126.0
John Thompson,Unknown,1965.0,1966.0,F,6-10,225.0,"September 2, 1941",Providence,thompjo01,1964.0,1.0,27.0
John Trapp,Unknown,1969.0,1973.0,F,6-7,210.0,"October 2, 1945","Voorhees College, Pasadena City College, UNLV",trappjo01,1968.0,1.0,15.0
John Tresvant,Unknown,1965.0,1973.0,F-C,6-7,215.0,"November 6, 1939",Seattle University,tresvjo01,1964.0,2.0,42.0
John Tschogl,Unknown,1973.0,1975.0,F,6-6,206.0,"April 25, 1950",UC Santa Barbara,tschojo01,1972.0,2.0,60.0
John Turner,Unknown,1992.0,1992.0,F,6-8,245.0,"November 30, 1967","Georgetown, Phillips University",turnejo01,1991.0,1.0,20.0
John Vallely,Unknown,1971.0,1972.0,G,6-3,185.0,"October 3, 1948",UCLA,vallejo01,1970.0,1.0,14.0
John Wall,Unknown,2011.0,2023.0,G,6-3,210.0,"September 6, 1990",Kentucky,walljo01,2010.0,1.0,1.0
John Wallace,Unknown,1997.0,2004.0,F,6-8,225.0,"February 9, 1974",Syracuse,wallajo01,1996.0,1.0,18.0
John Warren,Unknown,1970.0,1974.0,G-F,6-3,180.0,"July 7, 1947",St. John's,warrejo01,1969.0,1.0,11.0
John Wetzel,Unknown,1968.0,1976.0,G-F,6-5,190.0,"October 22, 1944",Virginia Tech,wetzejo01,1966.0,2.0,75.0
John Williams,Unknown,1987.0,1995.0,F-C,6-8,235.0,"October 26, 1966",LSU,willijo02,1986.0,1.0,12.0
John Williamson,Unknown,1974.0,1981.0,G,6-2,185.0,"November 10, 1951",New Mexico State,willijo01,1973.0,2.0,96.0
John Windsor,Unknown,1964.0,1964.0,F,6-8,215.0,"April 3, 1940",Stanford,windsjo01,1962.0,2.0,41.0
Johnathan Motley,,2018.0,2020.0,F,6-8,230.0,"May 4, 1995",Baylor,motlejo01,,,
Johnathan Williams,,2019.0,2020.0,F,6-9,228.0,"May 22, 1995","Missouri, Gonzaga",willijo04,,,
Johnny Austin,Unknown,1967.0,1968.0,G,6-0,170.0,"August 31, 1944",Boston College,austijo01,1966.0,2.0,38.0
Johnny Bach,,1949.0,1949.0,F-G,6-2,180.0,"July 10, 1924",Fordham,bachjo01,,,
Johnny Baum,Unknown,1970.0,1974.0,F,6-5,200.0,"June 17, 1946","Peirce College, Temple",baumjo01,1968.0,2.0,187.0
Johnny Cox,Unknown,1963.0,1963.0,G,6-4,180.0,"November 1, 1936",Kentucky,coxjo01,1958.0,1.0,28.0
Johnny Davis,Unknown,1977.0,1986.0,G,6-2,170.0,"October 21, 1955",Dayton,davisjo01,1976.0,1.0,22.0
Johnny Davis,Unknown,2023.0,2025.0,G,6-5,196.0,"February 27, 2002",Wisconsin,davisjo06,1976.0,1.0,22.0
Johnny Dawkins,Unknown,1987.0,1995.0,G,6-2,165.0,"September 28, 1963",Duke,dawkijo01,1986.0,1.0,10.0
Johnny Egan,Unknown,1962.0,1972.0,G,5-11,180.0,"January 31, 1939",Providence,eganjo01,1961.0,1.0,17.0
Johnny Ezersky,,1948.0,1950.0,F-G,6-3,175.0,"March 21, 1922",Rhode Island,ezersjo01,,,
Johnny Furphy,Indiana Pacers,2025.0,2025.0,G-F,6-8,200.0,"December 8, 2004",Kansas,furphjo01,2024.0,2.0,35.0
Johnny Green,Unknown,1960.0,1973.0,F-C,6-5,200.0,"December 8, 1933",Michigan State,greenjo01,1959.0,1.0,6.0
Johnny High,Unknown,1980.0,1984.0,G,6-3,185.0,"April 25, 1957",Nevada,highjo01,1979.0,1.0,24.0
Johnny Horan,Unknown,1956.0,1956.0,F,6-8,190.0,"November 24, 1932",Dayton,horanjo01,1955.0,1.0,8.0
Johnny Jones,Unknown,1968.0,1969.0,F,6-7,205.0,"March 12, 1943","California State University, Los Angeles",jonesjo01,1966.0,2.0,46.0
Johnny Jorgensen,,1948.0,1949.0,G-F,6-2,185.0,"December 28, 1921",DePaul,jorgejo01,,,
Johnny Juzang,,2023.0,2025.0,G,6-7,215.0,"March 17, 2001","Kentucky, UCLA",juzanjo01,,,
Johnny Macknowski,,1950.0,1951.0,G-F,6-0,180.0,"January 7, 1923",Seton Hall,macknjo01,,,
Johnny Mathis,,1968.0,1968.0,F,6-6,220.0,"July 14, 1943",Savannah State University,mathijo01,,,
Johnny McCarthy,Unknown,1957.0,1964.0,G,6-1,185.0,"April 25, 1934",Canisius,mccarjo01,1956.0,1.0,25.0
Johnny Moore,Unknown,1981.0,1990.0,G,6-1,175.0,"March 3, 1958",Texas,moorejo01,1979.0,2.0,43.0
Johnny Neumann,Unknown,1972.0,1978.0,G-F,6-6,200.0,"September 11, 1951",Ole Miss,neumajo01,1973.0,2.0,98.0
Johnny Newman,Unknown,1987.0,2002.0,F-G,6-7,190.0,"November 28, 1963",Richmond,newmajo01,1986.0,1.0,29.0
Johnny Norlander,,1947.0,1951.0,F,6-3,180.0,"March 5, 1921",Hamline University,norlajo01,,,
Johnny O'Bryant,Unknown,2015.0,2018.0,F-C,6-9,257.0,"June 1, 1993",LSU,obryajo01,2014.0,2.0,36.0
Johnny Orr,,1950.0,1950.0,F,6-3,195.0,"June 10, 1927",Beloit College,orrjo01,,,
Johnny Payak,,1950.0,1953.0,G-F,6-4,174.0,"November 20, 1926",Bowling Green,payakjo01,,,
Johnny Rogers,Unknown,1987.0,1988.0,F-C,6-10,225.0,"December 30, 1963","Stanford, University of California, Irvine",rogerjo01,1986.0,2.0,34.0
Johnny Simmons,,1947.0,1947.0,G,6-1,184.0,"July 7, 1924",NYU,simmojo01,,,
Johnny Taylor,Unknown,1998.0,2000.0,F,6-9,220.0,"June 4, 1974","Indian Hills Community College, Chattanooga",taylojo01,1997.0,1.0,17.0
Jon Barry,Unknown,1993.0,2006.0,G,6-4,195.0,"July 25, 1969","University of the Pacific, Georgia Tech",barryjo01,1992.0,1.0,21.0
Jon Brockman,Unknown,2010.0,2012.0,F,6-7,255.0,"March 20, 1987",Washington,brockjo01,2009.0,2.0,38.0
Jon Koncak,Unknown,1986.0,1996.0,C-F,7-0,250.0,"May 17, 1963",SMU,koncajo01,1985.0,1.0,5.0
Jon Leuer,Unknown,2012.0,2019.0,F,6-10,228.0,"May 14, 1989",Wisconsin,leuerjo01,2011.0,2.0,40.0
Jon McGlocklin,Unknown,1966.0,1976.0,G-F,6-5,205.0,"June 10, 1943",Indiana,mcglojo01,1965.0,1.0,27.0
Jon Sundvold,Unknown,1984.0,1992.0,G,6-2,170.0,"July 2, 1961",Missouri,sundvjo01,1983.0,1.0,16.0
Jon Teske,,2022.0,2022.0,C,7-1,265.0,"May 4, 1997",Michigan,teskejo01,,,
Jonah Bolden,Unknown,2019.0,2020.0,F,6-8,220.0,"January 2, 1996",UCLA,boldejo01,2017.0,2.0,36.0
Jonas Jerebko,Unknown,2010.0,2019.0,F,6-10,231.0,"March 2, 1987",,jerebjo01,2009.0,2.0,39.0
Jonas Valančiūnas,,2013.0,2025.0,C,6-11,265.0,"May 6, 1992",,valanjo01,,,
Jonathan Bender,Unknown,2000.0,2010.0,F,6-11,202.0,"January 30, 1981",,bendejo01,1999.0,1.0,5.0
Jonathan Gibson,,2017.0,2018.0,G,6-2,185.0,"November 8, 1987",New Mexico State,gibsojo01,,,
Jonathan Isaac,Orlando Magic,2018.0,2025.0,F,6-10,230.0,"October 3, 1997",Florida State,isaacjo01,2017.0,1.0,6.0
Jonathan Kerner,,1999.0,1999.0,C,6-11,245.0,"June 6, 1974","Florida State, East Carolina University",kernejo01,,,
Jonathan Kuminga,Golden State Warriors,2022.0,2025.0,F,6-8,210.0,"October 6, 2002",,kuminjo01,2021.0,1.0,7.0
Jonathan Mogbo,Toronto Raptors,2025.0,2025.0,F,6-9,225.0,"October 29, 2001","Missouri State, San Francisco",mogbojo01,2024.0,2.0,31.0
Jonathon Simmons,,2016.0,2019.0,G-F,6-6,195.0,"September 14, 1989",Houston,simmojo02,,,
Jonny Flynn,Unknown,2010.0,2012.0,G,6-0,185.0,"February 6, 1989",Syracuse,flynnjo01,2009.0,1.0,6.0
Jontay Porter,,2021.0,2024.0,F-C,6-11,240.0,"November 15, 1999",Missouri,portejo01,,,
Jordan Adams,Unknown,2015.0,2016.0,G,6-5,209.0,"July 8, 1994",UCLA,adamsjo01,2014.0,1.0,22.0
Jordan Bell,Unknown,2018.0,2022.0,F,6-8,216.0,"January 7, 1995",Oregon,belljo01,2017.0,2.0,38.0
Jordan Bone,Unknown,2020.0,2021.0,G,6-2,180.0,"November 5, 1997",Tennessee,bonejo01,2019.0,2.0,57.0
Jordan Clarkson,Utah Jazz,2015.0,2025.0,G,6-3,194.0,"June 7, 1992","Tulsa, Missouri",clarkjo01,2014.0,2.0,46.0
Jordan Crawford,Unknown,2011.0,2018.0,G,6-4,195.0,"October 23, 1988","Indiana, Xavier",crawfjo02,2010.0,1.0,27.0
Jordan Farmar,Unknown,2007.0,2017.0,G,6-2,180.0,"November 30, 1986",UCLA,farmajo01,2006.0,1.0,26.0
Jordan Ford,,2024.0,2024.0,G,6-1,175.0,"May 26, 1998",Saint Mary's,fordjo01,,,
Jordan Goodwin,,2022.0,2024.0,G,6-3,200.0,"October 23, 1998",Saint Louis,goodwjo01,,,
Jordan Hall,,2023.0,2023.0,G-F,6-7,215.0,"January 14, 2002",Saint Joseph's,halljo02,,,
Jordan Hamilton,Unknown,2012.0,2016.0,G-F,6-7,220.0,"October 6, 1990",Texas,hamiljo02,2011.0,1.0,26.0
Jordan Hawkins,New Orleans Pelicans,2024.0,2025.0,G,6-5,195.0,"April 29, 2002",UConn,hawkijo01,2023.0,1.0,14.0
Jordan Hill,Unknown,2010.0,2017.0,C-F,6-10,235.0,"July 27, 1987",Arizona,hilljo01,2009.0,1.0,8.0
Jordan Loyd,,2019.0,2019.0,G,6-4,210.0,"July 27, 1993","Furman University, University of Indianapolis",loydjo01,,,
Jordan McLaughlin,,2020.0,2025.0,G,6-0,185.0,"April 9, 1996",USC,mclaujo01,,,
Jordan McRae,Unknown,2016.0,2020.0,G,6-5,179.0,"March 28, 1991",Tennessee,mcraejo01,2014.0,2.0,58.0
Jordan Mickey,Unknown,2016.0,2018.0,F,6-8,235.0,"July 9, 1994",LSU,mickejo01,2015.0,2.0,33.0
Jordan Miller,Los Angeles Clippers,2024.0,2025.0,G,6-7,195.0,"January 23, 2000","George Mason, Miami (FL)",millejo02,2023.0,2.0,48.0
Jordan Nwora,Unknown,2021.0,2024.0,F,6-8,225.0,"September 9, 1998",Louisville,nworajo01,2020.0,2.0,45.0
Jordan Poole,Washington Wizards,2020.0,2025.0,G,6-4,194.0,"June 19, 1999",Michigan,poolejo01,2019.0,1.0,28.0
Jordan Schakel,,2022.0,2023.0,F,6-6,200.0,"June 13, 1998",San Diego State,schakjo01,,,
Jordan Sibert,,2019.0,2019.0,G,6-4,187.0,"August 1, 1992","Ohio State, Dayton",siberjo01,,,
Jordan Walsh,Boston Celtics,2024.0,2025.0,G-F,6-7,205.0,"March 3, 2004",Arkansas,walshjo01,2023.0,2.0,38.0
Jordan Williams,Unknown,2012.0,2012.0,F,6-10,260.0,"October 11, 1990",Maryland,willijo03,2011.0,2.0,36.0
Jorge Garbajosa,,2007.0,2008.0,F,6-9,245.0,"December 19, 1977",,garbajo01,,,
Jorge Gutiérrez,,2014.0,2016.0,G,6-3,191.0,"December 27, 1988",California,gutiejo01,,,
Jose Alvarado,,2022.0,2025.0,G,6-0,179.0,"April 12, 1998",Georgia Tech,alvarjo01,,,
Jose Slaughter,Unknown,1983.0,1983.0,G,6-5,205.0,"September 9, 1960",University of Portland,slaugjo01,1982.0,2.0,43.0
Joseph Forte,Unknown,2002.0,2003.0,G,6-4,194.0,"March 23, 1981",UNC,fortejo01,2001.0,1.0,21.0
Josh Akognon,,2013.0,2013.0,G,5-11,185.0,"February 10, 1986","Washington State, Cal State Fullerton",akognjo01,,,
Josh Boone,Unknown,2007.0,2010.0,F-C,6-10,237.0,"November 21, 1984",UConn,boonejo01,2006.0,1.0,23.0
Josh Childress,Unknown,2005.0,2014.0,G-F,6-8,210.0,"June 20, 1983",Stanford,childjo01,2004.0,1.0,6.0
Josh Christopher,Miami Heat,2022.0,2025.0,G,6-5,215.0,"December 8, 2001",Arizona State,chrisjo01,2021.0,1.0,24.0
Josh Davis,,2004.0,2012.0,F,6-8,235.0,"August 10, 1980",Wyoming,davisjo02,,,
Josh Giddey,Chicago Bulls,2022.0,2025.0,G,6-8,210.0,"October 10, 2002",,giddejo01,2021.0,1.0,6.0
Josh Grant,Unknown,1994.0,1994.0,F,6-9,223.0,"August 7, 1967",Utah,grantjo01,1993.0,2.0,43.0
Josh Gray,,2018.0,2020.0,G,6-0,180.0,"September 9, 1993",LSU,grayjo01,,,
Josh Green,Charlotte Hornets,2021.0,2025.0,G-F,6-5,200.0,"November 16, 2000",Arizona,greenjo02,2020.0,1.0,18.0
Josh Hall,,2021.0,2021.0,F,6-9,190.0,"October 8, 2000",,halljo01,,,
Josh Harrellson,Unknown,2012.0,2014.0,C,6-10,275.0,"February 12, 1989",Kentucky,harrejo01,2011.0,2.0,45.0
Josh Hart,New York Knicks,2018.0,2025.0,G,6-4,215.0,"March 6, 1995",Villanova,hartjo01,2017.0,1.0,30.0
Josh Howard,Unknown,2004.0,2013.0,F-G,6-7,210.0,"April 28, 1980",Wake Forest,howarjo01,2003.0,1.0,29.0
Josh Huestis,Unknown,2016.0,2018.0,F,6-7,230.0,"December 19, 1991",Stanford,huestjo01,2014.0,1.0,29.0
Josh Jackson,Unknown,2018.0,2022.0,F-G,6-8,207.0,"February 10, 1997",Kansas,jacksjo02,2017.0,1.0,4.0
Josh Magette,,2018.0,2020.0,G,6-1,160.0,"November 28, 1989",Alabama-Huntsville,magetjo01,,,
Josh McRoberts,Unknown,2008.0,2018.0,F-C,6-10,240.0,"February 28, 1987",Duke,mcrobjo01,2007.0,2.0,37.0
Josh Minott,Minnesota Timberwolves,2023.0,2025.0,F,6-8,205.0,"November 25, 2002",Memphis,minotjo01,2022.0,2.0,45.0
Josh Okogie,Charlotte Hornets,2019.0,2025.0,G,6-4,213.0,"September 1, 1998",Georgia Tech,okogijo01,2018.0,1.0,20.0
Josh Powell,,2006.0,2014.0,F,6-9,225.0,"January 25, 1983",NC State,poweljo01,,,
Josh Reaves,,2020.0,2020.0,G,6-4,214.0,"June 4, 1997",Penn State,reavejo02,,,
Josh Richardson,Miami Heat,2016.0,2025.0,G,6-5,200.0,"September 15, 1993",Tennessee,richajo01,2015.0,2.0,40.0
Josh Selby,Unknown,2012.0,2013.0,G,6-2,183.0,"March 27, 1991",Kansas,selbyjo01,2011.0,2.0,49.0
Josh Smith,Unknown,2005.0,2018.0,F,6-9,225.0,"December 5, 1985",,smithjo03,2004.0,1.0,17.0
Joshua Primo,Unknown,2022.0,2024.0,G,6-6,190.0,"December 24, 2002",Alabama,primojo01,2021.0,1.0,12.0
José Calderón,,2006.0,2019.0,G,6-3,200.0,"September 28, 1981",,caldejo01,,,
José Ortiz,,1989.0,1990.0,F,6-10,225.0,"October 25, 1963",Oregon State,ortizjo01,,,
João Vianna,,1992.0,1992.0,F,6-9,215.0,"November 15, 1966",,viannjo01,,,
Jrue Holiday,Boston Celtics,2010.0,2025.0,G,6-4,205.0,"June 12, 1990",UCLA,holidjr01,2009.0,1.0,17.0
Juan Carlos Navarro,Unknown,2008.0,2008.0,G,6-3,170.0,"June 13, 1980",,navarju01,2002.0,2.0,40.0
Juan Dixon,Unknown,2003.0,2009.0,G,6-3,164.0,"October 9, 1978",Maryland,dixonju01,2002.0,1.0,17.0
Juan Toscano-Anderson,,2020.0,2024.0,F,6-6,209.0,"April 10, 1993",Marquette,toscaju01,,,
Juancho Hernangómez,,2017.0,2023.0,F,6-9,214.0,"September 28, 1995",,hernaju01,,,
Juaquin Hawkins,,2003.0,2003.0,G-F,6-7,220.0,"July 2, 1973",Cal State Long Beach,hawkiju01,,,
Jud Buechler,Unknown,1991.0,2002.0,F-G,6-6,220.0,"June 19, 1968",Arizona,buechju01,1990.0,2.0,38.0
Jules Bernard,,2024.0,2024.0,F,6-7,210.0,"January 21, 2000",UCLA,bernaju01,,,
Julian Champagnie,,2023.0,2025.0,F,6-8,220.0,"June 29, 2001",St. John's,champju02,,,
Julian Hammond,Unknown,1968.0,1972.0,F,6-5,205.0,"May 27, 1943",Tulsa,hammoju01,1966.0,2.0,82.0
Julian Phillips,Chicago Bulls,2024.0,2025.0,F,6-8,198.0,"November 5, 2003",Tennessee,phillju01,2023.0,2.0,35.0
Julian Strawther,Denver Nuggets,2024.0,2025.0,F,6-7,205.0,"April 18, 2002",Gonzaga,strawju01,2023.0,1.0,29.0
Julian Washburn,,2019.0,2019.0,F,6-8,210.0,"December 18, 1991",Texas-El Paso,washbju01,,,
Julian Wright,Unknown,2008.0,2011.0,F,6-8,225.0,"May 20, 1987",Kansas,wrighju01,2007.0,1.0,13.0
Julius Erving,Unknown,1972.0,1987.0,F-G,6-7,210.0,"February 22, 1950",UMass,ervinju01,1972.0,1.0,12.0
Julius Hodge,Unknown,2006.0,2007.0,G,6-7,210.0,"November 18, 1983",NC State,hodgeju01,2005.0,1.0,20.0
Julius Keye,Unknown,1970.0,1975.0,F-C,6-10,200.0,"September 5, 1946","South Carolina State, Alcorn State",keyeju01,1968.0,2.0,102.0
Julius Nwosu,,1995.0,1995.0,C,6-10,255.0,"May 1, 1971",Liberty,nwosuju01,,,
Julius Randle,Minnesota Timberwolves,2015.0,2025.0,F-C,6-9,250.0,"November 29, 1994",Kentucky,randlju01,2014.0,1.0,7.0
Julyan Stone,,2012.0,2018.0,G,6-6,200.0,"December 7, 1988",Texas-El Paso,stoneju01,,,
Jumaine Jones,Unknown,2000.0,2007.0,F,6-8,218.0,"February 10, 1979",Georgia,jonesju01,1999.0,1.0,27.0
Junior Bridgeman,Unknown,1976.0,1987.0,F-G,6-5,210.0,"September 17, 1953",Louisville,bridgju01,1975.0,1.0,8.0
Junior Burrough,Unknown,1996.0,1996.0,F,6-8,242.0,"January 18, 1973",Virginia,burroju01,1995.0,2.0,33.0
Junior Harrington,,2003.0,2007.0,G,6-4,180.0,"October 2, 1980",Wingate University,harriju01,,,
Justin Anderson,Unknown,2016.0,2022.0,G,6-6,230.0,"November 19, 1993",Virginia,anderju01,2015.0,1.0,21.0
Justin Champagnie,,2022.0,2025.0,F,6-6,200.0,"June 29, 2001",Pitt,champju01,,,
Justin Dentmon,,2012.0,2013.0,G,5-11,185.0,"September 5, 1985",Washington,dentmju01,,,
Justin Edwards,,2025.0,2025.0,G,6-6,203.0,"December 16, 2003",Kentucky,edwarju01,,,
Justin Hamilton,Unknown,2014.0,2017.0,C,7-0,260.0,"April 1, 1990","Iowa State, LSU",hamilju01,2012.0,2.0,45.0
Justin Harper,Unknown,2012.0,2017.0,F,6-10,225.0,"August 30, 1989",Richmond,harpeju01,2011.0,2.0,32.0
Justin Holiday,,2013.0,2024.0,F,6-6,180.0,"April 5, 1989",Washington,holidju01,,,
Justin Jackson,Unknown,2018.0,2024.0,G-F,6-8,220.0,"March 28, 1995",UNC,jacksju01,2017.0,1.0,15.0
Justin James,Unknown,2020.0,2021.0,G,6-7,190.0,"January 24, 1997",Wyoming,jamesju01,2019.0,2.0,40.0
Justin Minaya,,2023.0,2025.0,F,6-5,210.0,"March 26, 1999",,minayju01,,,
Justin Patton,Unknown,2018.0,2021.0,C,6-11,241.0,"June 14, 1997",Creighton,pattoju01,2017.0,1.0,16.0
Justin Reed,Unknown,2005.0,2007.0,F,6-8,240.0,"January 16, 1982",Ole Miss,reedju01,2004.0,2.0,40.0
Justin Robinson,,2020.0,2022.0,G,6-1,195.0,"October 12, 1997",Virginia Tech,robinju01,,,
Justin Williams,,2007.0,2008.0,F,6-10,225.0,"May 12, 1984",Wyoming,williju01,,,
Justin Wright-Foreman,Unknown,2020.0,2020.0,G,6-0,190.0,"October 27, 1997",Hofstra,wrighju02,2019.0,2.0,53.0
Justise Winslow,Unknown,2016.0,2023.0,F,6-6,222.0,"March 26, 1996",Duke,winslju01,2015.0,1.0,10.0
Justus Thigpen,Unknown,1970.0,1974.0,G,6-1,160.0,"August 13, 1947","Mott Community College, Weber State",thigpju01,1969.0,2.0,147.0
Jusuf Nurkić,,2015.0,2025.0,C,7-0,290.0,"August 23, 1994",,nurkiju01,,,
Juwan Howard,Unknown,1995.0,2013.0,F-C,6-9,240.0,"February 7, 1973",Michigan,howarju01,1994.0,1.0,5.0
Juwan Morgan,,2020.0,2022.0,F,6-7,232.0,"April 17, 1997",Indiana,morgaju01,,,
